PO_ID,Order_Date,Supplier_ID,Supplier_Name,Product_ID,Product_Name,Category,Quantity,Unit_Cost_USD,Total_Cost_USD,Delivery_Date,On_Time_Delivery,Days_Late,Defects_Found,Defect_Rate_Percent,Payment_Status
PO_00344,7/25/2023,SUP_035,Nexus Components,PROD_012,Power Supply,Finished Parts,419,375.88,157494.33,9/30/2023,No,0,54,12.89,Paid
PO_00345,4/14/2023,SUP_038,Summit Components,PROD_023,Capacitor Bank,Finished Parts,932,111.23,103662.32,6/6/2023,Yes,0,137,14.7,Pending
PO_00346,11/21/2023,SUP_028,Superior Parts,PROD_009,Motor Shaft,Finished Parts,160,180.22,28835.64,1/25/2024,Yes,0,28,17.5,Paid
PO_00347,6/3/2023,SUP_015,Global Traders,PROD_019,Insulation Material,Finished Parts,771,346.54,267179.02,7/6/2023,No,13,49,6.36,Overdue
PO_00348,12/24/2023,SUP_049,Yearlong Materials,PROD_011,LED Assembly,Raw Materials,87,397.54,34585.98,3/21/2024,Yes,0,10,11.49,Paid
PO_00349,10/23/2023,SUP_007,Elite Industries,PROD_025,Wiring Harness,Hardware,546,15.16,8277.66,12/18/2023,Yes,0,69,12.64,Pending
PO_00350,8/22/2023,SUP_002,FastParts Co,PROD_001,Steel Bolts,Hardware,553,556.48,307732.07,10/27/2023,Yes,0,64,11.57,Paid
PO_00351,5/23/2024,SUP_030,Consolidated Supply,PROD_008,Bearing Unit,Raw Materials,517,502.24,259655.52,6/2/2024,Yes,0,50,9.67,Paid
PO_00352,12/5/2023,SUP_010,Advanced Logistics,PROD_007,Electronic Component B,Components,881,179.9,158493.7,2/21/2024,Yes,0,98,11.12,Paid
PO_00353,11/12/2023,SUP_019,Century Components,PROD_011,LED Assembly,Raw Materials,621,386.44,239978.34,1/12/2024,Yes,0,77,12.4,Paid
PO_00354,5/31/2024,SUP_036,Alliance Suppliers,PROD_001,Steel Bolts,Hardware,695,59.09,41068.98,6/19/2024,Yes,0,90,12.95,Paid
PO_00355,12/23/2023,SUP_042,Apex Components,PROD_007,Electronic Component B,Components,472,359.28,169579.32,2/19/2024,Yes,0,55,11.65,Paid
PO_00356,7/4/2024,SUP_048,Xenon Suppliers,PROD_004,Rubber Gasket,Components,920,327.33,301145.65,9/30/2024,Yes,0,45,4.89,Paid
PO_00357,3/12/2024,SUP_019,Century Components,PROD_019,Insulation Material,Finished Parts,861,485.68,418168.07,5/18/2024,Yes,0,94,10.92,Pending
PO_00358,12/20/2023,SUP_025,Premium Components,PROD_003,Copper Wire,Raw Materials,939,278.99,261968.66,3/19/2024,Yes,0,153,16.29,Pending
PO_00359,7/25/2023,SUP_017,Professional Suppliers,PROD_017,Composite Panel,Components,878,359.28,315445.56,10/2/2023,No,10,106,12.07,Paid
PO_00360,9/16/2024,SUP_001,Global Materials Inc,PROD_007,Electronic Component B,Components,487,350.7,170789.09,11/19/2024,No,11,27,5.54,Paid
PO_00361,6/5/2024,SUP_037,Frontier Materials,PROD_019,Insulation Material,Finished Parts,973,245.7,239069.39,8/1/2024,Yes,0,61,6.27,Paid
PO_00362,7/6/2024,SUP_043,Quantum Suppliers,PROD_016,Metal Frame,Hardware,552,88.7,48962.11,7/30/2024,Yes,0,49,8.88,Paid
PO_00363,4/18/2024,SUP_019,Century Components,PROD_014,Circuit Board,Finished Parts,403,456.44,183945.46,7/7/2024,Yes,0,48,11.91,Pending
PO_00364,5/17/2024,SUP_034,Precision Suppliers,PROD_025,Wiring Harness,Hardware,860,25.99,22354.81,7/11/2024,Yes,0,87,10.12,Pending
PO_00365,9/23/2023,SUP_049,Yearlong Materials,PROD_023,Capacitor Bank,Finished Parts,84,390.19,32775.83,12/19/2023,No,0,9,10.71,Paid
PO_00366,3/12/2024,SUP_007,Elite Industries,PROD_016,Metal Frame,Hardware,994,14.4,14309.64,5/12/2024,Yes,0,108,10.87,Paid
PO_00367,3/26/2024,SUP_019,Century Components,PROD_018,Thermal Paste,Electronics,352,425.54,149789.86,6/7/2024,Yes,0,39,11.08,Paid
PO_00368,9/20/2024,SUP_012,Industrial Solutions,PROD_015,Fastener Kit,Electronics,981,112.75,110612.14,10/21/2024,Yes,0,56,5.71,Paid
PO_00369,10/4/2024,SUP_043,Quantum Suppliers,PROD_014,Circuit Board,Finished Parts,703,74.62,52459.61,11/7/2024,Yes,0,55,7.82,Paid
PO_00370,8/19/2024,SUP_032,Streamline Supply,PROD_002,Aluminum Sheet,Finished Parts,44,110.86,4877.97,10/22/2024,Yes,0,2,4.55,Paid
PO_00371,12/18/2024,SUP_032,Streamline Supply,PROD_016,Metal Frame,Hardware,635,123.24,78255.4,2/18/2025,Yes,0,19,2.99,Pending
PO_00372,3/7/2023,SUP_034,Precision Suppliers,PROD_008,Bearing Unit,Raw Materials,414,26.07,10791.28,5/19/2023,Yes,0,41,9.9,Paid
PO_00373,11/25/2023,SUP_027,Continental Materials,PROD_016,Metal Frame,Hardware,917,327.54,300350.09,1/7/2024,Yes,0,41,4.47,Paid
PO_00374,6/22/2024,SUP_020,Strategic Partners,PROD_022,Relay Unit,Hardware,658,220.6,145157.04,9/21/2024,Yes,0,20,3.04,Paid
PO_00375,1/22/2023,SUP_050,Zephyr Components,PROD_022,Relay Unit,Hardware,354,508.54,180022.68,3/25/2023,Yes,0,23,6.5,Paid
PO_00376,1/29/2024,SUP_047,Wavelength Components,PROD_016,Metal Frame,Hardware,928,533.1,494720.25,3/18/2024,Yes,0,36,3.88,Pending
PO_00377,9/18/2024,SUP_010,Advanced Logistics,PROD_019,Insulation Material,Finished Parts,687,157.29,108057.77,12/6/2024,No,0,69,10.04,Pending
PO_00378,11/26/2023,SUP_041,Zenith Materials,PROD_012,Power Supply,Finished Parts,234,294.73,68967.35,12/23/2023,Yes,0,31,13.25,Paid
PO_00379,6/21/2023,SUP_004,EcoSource Materials,PROD_019,Insulation Material,Finished Parts,27,146.44,3953.75,9/3/2023,Yes,0,1,3.7,Paid
PO_00380,12/12/2023,SUP_015,Global Traders,PROD_015,Fastener Kit,Electronics,856,328.07,280827.64,1/15/2024,Yes,0,37,4.32,Paid
PO_00381,1/30/2023,SUP_025,Premium Components,PROD_012,Power Supply,Finished Parts,356,322.47,114798.72,5/1/2023,Yes,0,51,14.33,Paid
PO_00382,1/15/2024,SUP_041,Zenith Materials,PROD_023,Capacitor Bank,Finished Parts,270,261.95,70726.72,2/13/2024,Yes,0,38,14.07,Paid
PO_00383,2/3/2023,SUP_023,Modern Materials,PROD_016,Metal Frame,Hardware,833,394.7,328784.19,3/25/2023,No,0,33,3.96,Pending
PO_00384,9/26/2024,SUP_018,Dynamic Materials,PROD_008,Bearing Unit,Raw Materials,799,442.48,353540.59,10/11/2024,Yes,0,75,9.39,Overdue
PO_00385,9/12/2023,SUP_001,Global Materials Inc,PROD_007,Electronic Component B,Components,465,325.31,151267.55,11/6/2023,Yes,0,21,4.52,Paid
PO_00386,3/2/2023,SUP_047,Wavelength Components,PROD_014,Circuit Board,Finished Parts,982,503.6,494537.05,4/22/2023,Yes,0,43,4.38,Paid
PO_00387,9/5/2024,SUP_004,EcoSource Materials,PROD_010,Control Panel,Finished Parts,658,168.91,111142.11,11/4/2024,Yes,0,18,2.74,Pending
PO_00388,9/19/2023,SUP_047,Wavelength Components,PROD_003,Copper Wire,Raw Materials,240,508.98,122155.91,11/4/2023,Yes,0,9,3.75,Pending
PO_00389,11/10/2024,SUP_036,Alliance Suppliers,PROD_021,Switch Assembly,Finished Parts,664,54.01,35865.25,12/2/2024,Yes,0,88,13.25,Paid
PO_00390,6/13/2023,SUP_049,Yearlong Materials,PROD_007,Electronic Component B,Components,653,323.82,211452.4,9/21/2023,Yes,0,55,8.42,Pending
PO_00391,11/5/2023,SUP_043,Quantum Suppliers,PROD_008,Bearing Unit,Raw Materials,991,78.38,77673.36,12/6/2023,Yes,0,81,8.17,Paid
PO_00392,12/1/2024,SUP_048,Xenon Suppliers,PROD_019,Insulation Material,Finished Parts,55,332.69,18297.88,3/9/2025,Yes,0,0,0,Pending
PO_00393,8/8/2024,SUP_011,Reliable Vendors,PROD_024,Transformer Core,Raw Materials,581,12.47,7246.68,10/5/2024,Yes,0,70,12.05,Paid
PO_00394,9/14/2023,SUP_021,Efficient Supply,PROD_009,Motor Shaft,Finished Parts,209,48.05,10043.14,11/5/2023,Yes,0,18,8.61,Paid
PO_00395,7/30/2023,SUP_031,Innovation Partners,PROD_021,Switch Assembly,Finished Parts,618,381.71,235895.75,8/22/2023,Yes,0,77,12.46,Pending
PO_00396,2/1/2024,SUP_025,Premium Components,PROD_017,Composite Panel,Components,758,333.85,253060.81,5/7/2024,Yes,0,114,15.04,Paid
PO_00397,6/23/2024,SUP_017,Professional Suppliers,PROD_008,Bearing Unit,Raw Materials,900,337.8,304020.4,8/19/2024,No,0,125,13.89,Paid
PO_00398,7/25/2024,SUP_047,Wavelength Components,PROD_013,Connector Cable,Finished Parts,619,450.52,278874.53,9/6/2024,Yes,0,32,5.17,Paid
PO_00399,11/11/2023,SUP_048,Xenon Suppliers,PROD_011,LED Assembly,Raw Materials,551,333.64,183836.1,2/3/2024,Yes,0,25,4.54,Paid
PO_00400,2/13/2023,SUP_008,NextGen Suppliers,PROD_024,Transformer Core,Raw Materials,313,200.94,62894.54,3/3/2023,Yes,0,13,4.15,Paid
PO_00401,3/26/2024,SUP_024,Direct Supply,PROD_008,Bearing Unit,Raw Materials,960,316.25,303604.77,5/11/2024,Yes,0,20,2.08,Paid
PO_00402,7/26/2024,SUP_001,Global Materials Inc,PROD_024,Transformer Core,Raw Materials,412,315.33,129915.99,9/27/2024,Yes,0,23,5.58,Pending
PO_00403,2/17/2023,SUP_028,Superior Parts,PROD_002,Aluminum Sheet,Finished Parts,754,198.74,149848.25,4/22/2023,No,8,117,15.52,Paid
PO_00404,2/16/2023,SUP_048,Xenon Suppliers,PROD_020,Battery Cell,Raw Materials,86,333.79,28706.17,5/26/2023,No,13,1,1.16,Paid
PO_00405,12/31/2023,SUP_045,Velocity Supply,PROD_017,Composite Panel,Components,95,309.1,29364.73,3/27/2024,Yes,0,13,13.68,Paid
PO_00406,2/2/2023,SUP_030,Consolidated Supply,PROD_006,Electronic Component A,Raw Materials,908,407.18,369718.61,2/10/2023,Yes,0,75,8.26,Paid
PO_00407,7/7/2024,SUP_007,Elite Industries,PROD_013,Connector Cable,Finished Parts,745,11.81,8795.37,9/16/2024,Yes,0,90,12.08,Paid
PO_00408,1/18/2024,SUP_034,Precision Suppliers,PROD_018,Thermal Paste,Electronics,814,29.93,24364.22,3/22/2024,Yes,0,70,8.6,Paid
PO_00409,5/12/2023,SUP_050,Zephyr Components,PROD_005,Plastic Housing,Components,366,482.54,176609.77,7/21/2023,No,11,22,6.01,Pending
PO_00410,10/23/2023,SUP_013,Tech Components Ltd,PROD_001,Steel Bolts,Hardware,250,398.19,99547.93,10/30/2023,Yes,0,3,1.2,Overdue
PO_00411,12/30/2023,SUP_014,PrecisionParts Inc,PROD_010,Control Panel,Finished Parts,898,414.73,372423.24,3/19/2024,Yes,0,145,16.15,Paid
PO_00412,3/9/2024,SUP_027,Continental Materials,PROD_020,Battery Cell,Raw Materials,218,315.11,68692.91,4/24/2024,Yes,0,6,2.75,Paid
PO_00413,8/30/2024,SUP_005,Premier Components,PROD_009,Motor Shaft,Finished Parts,522,164.48,85858.31,11/6/2024,Yes,0,26,4.98,Paid
PO_00414,8/12/2024,SUP_017,Professional Suppliers,PROD_005,Plastic Housing,Components,225,312.35,70279.18,10/21/2024,Yes,0,26,11.56,Paid
PO_00415,12/1/2023,SUP_032,Streamline Supply,PROD_014,Circuit Board,Finished Parts,20,125.57,2511.37,2/5/2024,No,6,0,0,Paid
PO_00416,8/28/2024,SUP_017,Professional Suppliers,PROD_004,Rubber Gasket,Components,424,336.89,142840.23,10/24/2024,Yes,0,57,13.44,Paid
PO_00417,9/23/2023,SUP_021,Efficient Supply,PROD_020,Battery Cell,Raw Materials,982,54.39,53411.59,11/20/2023,Yes,0,79,8.04,Overdue
PO_00418,1/23/2023,SUP_029,Expert Vendors,PROD_007,Electronic Component B,Components,882,495.05,436632.53,2/8/2023,Yes,0,115,13.04,Paid
PO_00419,12/16/2023,SUP_022,Integrated Solutions,PROD_007,Electronic Component B,Components,462,209.79,96922.9,1/6/2024,Yes,0,49,10.61,Paid
PO_00420,12/6/2024,SUP_012,Industrial Solutions,PROD_013,Connector Cable,Finished Parts,690,93.46,64486.52,12/26/2024,Yes,0,42,6.09,Paid
PO_00421,8/3/2024,SUP_014,PrecisionParts Inc,PROD_015,Fastener Kit,Electronics,389,429.94,167246.04,10/8/2024,Yes,0,55,14.14,Paid
PO_00422,4/4/2024,SUP_032,Streamline Supply,PROD_014,Circuit Board,Finished Parts,500,130.1,65049.27,6/11/2024,No,8,9,1.8,Paid
PO_00423,6/23/2024,SUP_048,Xenon Suppliers,PROD_016,Metal Frame,Hardware,715,356.45,254862.2,9/22/2024,Yes,0,34,4.76,Paid
PO_00424,6/30/2024,SUP_045,Velocity Supply,PROD_009,Motor Shaft,Finished Parts,86,285.7,24570.23,9/25/2024,Yes,0,6,6.98,Paid
PO_00425,9/28/2023,SUP_023,Modern Materials,PROD_007,Electronic Component B,Components,438,310.66,136069.87,11/23/2023,Yes,0,14,3.2,Paid
PO_00426,9/18/2023,SUP_035,Nexus Components,PROD_002,Aluminum Sheet,Finished Parts,485,383.08,185792.1,12/6/2023,Yes,0,57,11.75,Paid
PO_00427,6/24/2023,SUP_021,Efficient Supply,PROD_002,Aluminum Sheet,Finished Parts,97,57.84,5610.18,8/8/2023,Yes,0,11,11.34,Paid
PO_00428,3/14/2024,SUP_043,Quantum Suppliers,PROD_008,Bearing Unit,Raw Materials,146,73.35,10709.02,4/14/2024,No,10,15,10.27,Paid
PO_00429,10/12/2023,SUP_018,Dynamic Materials,PROD_012,Power Supply,Finished Parts,302,461.03,139230.91,10/17/2023,Yes,0,34,11.26,Overdue
PO_00430,7/22/2023,SUP_005,Premier Components,PROD_019,Insulation Material,Finished Parts,311,148.14,46072.12,9/27/2023,Yes,0,24,7.72,Paid
PO_00431,8/15/2024,SUP_038,Summit Components,PROD_007,Electronic Component B,Components,453,107.6,48743.73,10/4/2024,Yes,0,55,12.14,Paid
PO_00432,5/27/2023,SUP_037,Frontier Materials,PROD_004,Rubber Gasket,Components,877,216.54,189903.92,7/12/2023,No,0,57,6.5,Paid
PO_00433,12/7/2023,SUP_024,Direct Supply,PROD_006,Electronic Component A,Raw Materials,713,343.88,245187.45,1/29/2024,No,12,14,1.96,Paid
PO_00434,1/14/2024,SUP_032,Streamline Supply,PROD_009,Motor Shaft,Finished Parts,691,127.63,88190.16,3/28/2024,Yes,0,17,2.46,Pending
PO_00435,6/24/2023,SUP_002,FastParts Co,PROD_002,Aluminum Sheet,Finished Parts,243,502.42,122089.02,9/5/2023,Yes,0,30,12.35,Paid
PO_00436,5/13/2023,SUP_047,Wavelength Components,PROD_003,Copper Wire,Raw Materials,511,494.61,252743.87,6/29/2023,Yes,0,18,3.52,Pending
PO_00437,4/18/2024,SUP_041,Zenith Materials,PROD_007,Electronic Component B,Components,739,287.96,212802.9,5/6/2024,Yes,0,81,10.96,Pending
PO_00438,1/18/2023,SUP_023,Modern Materials,PROD_020,Battery Cell,Raw Materials,234,392.27,91790.31,3/20/2023,Yes,0,4,1.71,Paid
PO_00439,11/18/2024,SUP_013,Tech Components Ltd,PROD_004,Rubber Gasket,Components,776,383.89,297898.04,12/11/2024,Yes,0,10,1.29,Paid
PO_00440,11/17/2023,SUP_018,Dynamic Materials,PROD_014,Circuit Board,Finished Parts,543,488.31,265151.79,11/20/2023,Yes,0,47,8.66,Paid
PO_00441,9/30/2024,SUP_035,Nexus Components,PROD_012,Power Supply,Finished Parts,914,331.84,303304.64,12/19/2024,Yes,0,123,13.46,Pending
PO_00442,1/3/2023,SUP_019,Century Components,PROD_009,Motor Shaft,Finished Parts,465,390.53,181597.55,3/9/2023,No,0,48,10.32,Paid
PO_00443,7/26/2024,SUP_021,Efficient Supply,PROD_020,Battery Cell,Raw Materials,941,56.7,53354.23,9/25/2024,Yes,0,73,7.76,Pending
PO_00444,6/8/2024,SUP_013,Tech Components Ltd,PROD_023,Capacitor Bank,Finished Parts,183,421.08,77057.51,6/27/2024,Yes,0,1,0.55,Paid
PO_00445,2/6/2023,SUP_036,Alliance Suppliers,PROD_008,Bearing Unit,Raw Materials,973,61.13,59475.67,3/8/2023,Yes,0,122,12.54,Paid
PO_00446,2/4/2024,SUP_044,Stellar Parts,PROD_025,Wiring Harness,Hardware,604,344.29,207953.24,4/27/2024,Yes,0,27,4.47,Overdue
PO_00447,7/9/2024,SUP_020,Strategic Partners,PROD_002,Aluminum Sheet,Finished Parts,306,267.77,81937.22,9/29/2024,Yes,0,7,2.29,Paid
PO_00448,9/13/2023,SUP_013,Tech Components Ltd,PROD_012,Power Supply,Finished Parts,543,399.17,216749.17,9/24/2023,Yes,0,10,1.84,Paid
PO_00449,3/24/2023,SUP_033,Optimal Materials,PROD_023,Capacitor Bank,Finished Parts,541,157.47,85190.87,4/13/2023,Yes,0,29,5.36,Pending
PO_00450,6/7/2024,SUP_031,Innovation Partners,PROD_014,Circuit Board,Finished Parts,989,402.15,397724.65,6/28/2024,No,9,124,12.54,Paid
PO_00451,10/8/2024,SUP_023,Modern Materials,PROD_007,Electronic Component B,Components,977,363.04,354686.03,11/25/2024,Yes,0,34,3.48,Paid
PO_00452,11/12/2024,SUP_012,Industrial Solutions,PROD_001,Steel Bolts,Hardware,651,112.26,73078.71,12/19/2024,Yes,0,33,5.07,Paid
PO_00453,7/3/2024,SUP_032,Streamline Supply,PROD_012,Power Supply,Finished Parts,780,141.45,110328.66,9/8/2024,No,7,28,3.59,Paid
PO_00454,11/11/2024,SUP_042,Apex Components,PROD_009,Motor Shaft,Finished Parts,85,380.48,32340.44,12/30/2024,Yes,0,11,12.94,Paid
PO_00455,9/26/2024,SUP_036,Alliance Suppliers,PROD_015,Fastener Kit,Electronics,176,62.22,10950.59,10/16/2024,Yes,0,30,17.05,Paid
PO_00456,7/31/2023,SUP_013,Tech Components Ltd,PROD_010,Control Panel,Finished Parts,759,333.25,252938.7,8/22/2023,No,12,13,1.71,Paid
PO_00457,6/30/2024,SUP_013,Tech Components Ltd,PROD_007,Electronic Component B,Components,533,332.22,177070.89,7/20/2024,Yes,0,8,1.5,Paid
PO_00458,9/2/2023,SUP_005,Premier Components,PROD_002,Aluminum Sheet,Finished Parts,33,144.94,4783.16,11/24/2023,Yes,0,3,9.09,Paid
PO_00459,11/4/2024,SUP_040,Pinnacle Suppliers,PROD_003,Copper Wire,Raw Materials,187,270.7,50620.95,1/24/2025,Yes,0,28,14.97,Paid
PO_00460,12/12/2024,SUP_022,Integrated Solutions,PROD_012,Power Supply,Finished Parts,675,179.1,120895.56,1/5/2025,Yes,0,79,11.7,Paid
PO_00461,7/14/2023,SUP_038,Summit Components,PROD_003,Copper Wire,Raw Materials,83,95.73,7945.92,8/25/2023,Yes,0,11,13.25,Pending
PO_00462,7/5/2024,SUP_015,Global Traders,PROD_008,Bearing Unit,Raw Materials,224,281.83,63128.82,7/22/2024,Yes,0,17,7.59,Paid
PO_00463,2/10/2024,SUP_009,Standard Parts Co,PROD_016,Metal Frame,Hardware,517,240.41,124291.94,3/6/2024,Yes,0,11,2.13,Pending
PO_00464,5/12/2023,SUP_037,Frontier Materials,PROD_006,Electronic Component A,Raw Materials,102,220.77,22518.07,6/27/2023,No,0,10,9.8,Paid
PO_00465,2/22/2023,SUP_042,Apex Components,PROD_021,Switch Assembly,Finished Parts,786,417.89,328458.28,4/16/2023,Yes,0,71,9.03,Paid
PO_00466,2/4/2024,SUP_033,Optimal Materials,PROD_017,Composite Panel,Components,408,133.5,54468.67,2/11/2024,Yes,0,21,5.15,Paid
PO_00467,1/13/2024,SUP_021,Efficient Supply,PROD_003,Copper Wire,Raw Materials,442,53.59,23686.6,3/13/2024,Yes,0,37,8.37,Paid
PO_00468,11/1/2023,SUP_001,Global Materials Inc,PROD_006,Electronic Component A,Raw Materials,526,278.77,146631.05,1/3/2024,Yes,0,29,5.51,Paid
PO_00469,10/22/2023,SUP_013,Tech Components Ltd,PROD_018,Thermal Paste,Electronics,297,405.69,120488.55,11/4/2023,No,3,6,2.02,Paid
PO_00470,3/17/2023,SUP_047,Wavelength Components,PROD_016,Metal Frame,Hardware,380,430.38,163544.75,4/27/2023,No,0,13,3.42,Paid
PO_00471,7/31/2024,SUP_040,Pinnacle Suppliers,PROD_021,Switch Assembly,Finished Parts,765,218.27,166972.98,10/8/2024,Yes,0,96,12.55,Paid
PO_00472,10/7/2023,SUP_009,Standard Parts Co,PROD_001,Steel Bolts,Hardware,726,216.86,157442.79,11/6/2023,Yes,0,31,4.27,Pending
PO_00473,6/3/2024,SUP_043,Quantum Suppliers,PROD_019,Insulation Material,Finished Parts,781,66.71,52100.41,7/2/2024,Yes,0,76,9.73,Paid
PO_00474,6/19/2024,SUP_050,Zephyr Components,PROD_019,Insulation Material,Finished Parts,172,514.52,88496.67,8/12/2024,Yes,0,9,5.23,Paid
PO_00475,5/6/2023,SUP_043,Quantum Suppliers,PROD_020,Battery Cell,Raw Materials,719,87.08,62609.63,6/5/2023,Yes,0,65,9.04,Pending
PO_00476,4/30/2024,SUP_020,Strategic Partners,PROD_023,Capacitor Bank,Finished Parts,561,251.92,141325.06,7/19/2024,Yes,0,13,2.32,Overdue
PO_00477,2/17/2023,SUP_039,Harmony Supply,PROD_020,Battery Cell,Raw Materials,457,522.43,238750.07,5/7/2023,Yes,0,66,14.44,Paid
PO_00478,2/26/2024,SUP_049,Yearlong Materials,PROD_006,Electronic Component A,Raw Materials,580,356.74,206909.64,6/4/2024,Yes,0,40,6.9,Overdue
PO_00479,11/19/2023,SUP_005,Premier Components,PROD_005,Plastic Housing,Components,189,153.54,29019.64,2/9/2024,Yes,0,12,6.35,Overdue
PO_00480,2/19/2024,SUP_025,Premium Components,PROD_021,Switch Assembly,Finished Parts,114,325.1,37061.74,5/16/2024,Yes,0,20,17.54,Paid
PO_00481,1/19/2023,SUP_024,Direct Supply,PROD_012,Power Supply,Finished Parts,434,317.04,137596.86,3/2/2023,Yes,0,5,1.15,Paid
PO_00482,5/5/2023,SUP_033,Optimal Materials,PROD_011,LED Assembly,Raw Materials,946,139.32,131798.62,5/27/2023,Yes,0,27,2.85,Paid
PO_00483,8/25/2023,SUP_001,Global Materials Inc,PROD_011,LED Assembly,Raw Materials,135,307.1,41458.31,10/24/2023,Yes,0,4,2.96,Paid
PO_00484,8/24/2023,SUP_038,Summit Components,PROD_008,Bearing Unit,Raw Materials,898,105.89,95087.11,10/9/2023,No,6,130,14.48,Paid
PO_00485,10/5/2023,SUP_015,Global Traders,PROD_001,Steel Bolts,Hardware,258,322.25,83139.64,11/4/2023,Yes,0,19,7.36,Paid
PO_00486,8/22/2024,SUP_021,Efficient Supply,PROD_006,Electronic Component A,Raw Materials,980,58.99,57811.71,10/6/2024,Yes,0,87,8.88,Pending
PO_00487,7/20/2023,SUP_006,Rapid Supply Chain,PROD_020,Battery Cell,Raw Materials,904,87.38,78992.96,7/27/2023,No,0,94,10.4,Paid
PO_00488,1/19/2024,SUP_042,Apex Components,PROD_018,Thermal Paste,Electronics,101,343.62,34705.15,3/24/2024,Yes,0,12,11.88,Pending
PO_00489,7/24/2023,SUP_043,Quantum Suppliers,PROD_017,Composite Panel,Components,112,83.59,9362.44,8/16/2023,Yes,0,13,11.61,Pending
PO_00490,8/5/2024,SUP_039,Harmony Supply,PROD_006,Electronic Component A,Raw Materials,391,476.27,186220.69,10/31/2024,Yes,0,50,12.79,Paid
PO_00491,8/31/2023,SUP_037,Frontier Materials,PROD_002,Aluminum Sheet,Finished Parts,218,245.01,53411.25,11/1/2023,Yes,0,16,7.34,Paid
PO_00492,4/6/2024,SUP_011,Reliable Vendors,PROD_017,Composite Panel,Components,58,13.21,766.42,5/26/2024,Yes,0,8,13.79,Paid
PO_00493,10/28/2024,SUP_020,Strategic Partners,PROD_015,Fastener Kit,Electronics,813,219.1,178128.43,1/17/2025,Yes,0,13,1.6,Paid
PO_00494,9/21/2024,SUP_010,Advanced Logistics,PROD_019,Insulation Material,Finished Parts,264,166.77,44027.69,12/18/2024,Yes,0,26,9.85,Paid
PO_00495,1/30/2023,SUP_010,Advanced Logistics,PROD_022,Relay Unit,Hardware,355,160.27,56897.17,4/21/2023,Yes,0,43,12.11,Pending
PO_00496,11/25/2023,SUP_031,Innovation Partners,PROD_005,Plastic Housing,Components,538,331.14,178154.11,12/17/2023,No,10,75,13.94,Overdue
PO_00497,6/7/2023,SUP_037,Frontier Materials,PROD_013,Connector Cable,Finished Parts,119,229.77,27343.07,8/3/2023,Yes,0,2,1.68,Paid
PO_00498,5/23/2024,SUP_050,Zephyr Components,PROD_008,Bearing Unit,Raw Materials,487,441,214768.42,7/17/2024,Yes,0,32,6.57,Paid
PO_00499,6/18/2024,SUP_022,Integrated Solutions,PROD_023,Capacitor Bank,Finished Parts,419,179.78,75326.98,7/16/2024,Yes,0,38,9.07,Overdue
PO_00500,1/31/2023,SUP_024,Direct Supply,PROD_019,Insulation Material,Finished Parts,304,369.8,112417.8,3/21/2023,Yes,0,6,1.97,Paid
